full_name;name;owner;url;stars;forks;data-origin
buidlguidl/grants.buidlguidl.com;grants.buidlguidl.com;buidlguidl;https://github.com/buidlguidl/grants.buidlguidl.com;3;4;github-api-scaffold-config
buidlguidl/streams-to-hacker-house;streams-to-hacker-house;buidlguidl;https://github.com/buidlguidl/streams-to-hacker-house;3;0;github-api-scaffold-config
naim-bijapure/passkey-wallet;passkey-wallet;naim-bijapure;https://github.com/naim-bijapure/passkey-wallet;3;0;github-api-scaffold-config
kredeum/onchain-ai;onchain-ai;kredeum;https://github.com/kredeum/onchain-ai;2;1;github-api-scaffold-config
edakturk14/lfgho-hackathon;lfgho-hackathon;edakturk14;https://github.com/edakturk14/lfgho-hackathon;2;3;github-api-scaffold-config
damianmarti/se-2-workshop-aleph;se-2-workshop-aleph;damianmarti;https://github.com/damianmarti/se-2-workshop-aleph;2;0;burner-connector-dependents-webscraping
BuidlGuidl/batch9.buidlguidl.com;batch9.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/batch9.buidlguidl.com;2;7;burner-connector-dependents-webscraping
OS-Lihua/CurveCraft;CurveCraft;OS-Lihua;https://github.com/OS-Lihua/CurveCraft;2;3;burner-connector-dependents-webscraping
swrjsingh/ETH24Submission;ETH24Submission;swrjsingh;https://github.com/swrjsingh/ETH24Submission;2;3;burner-connector-dependents-webscraping
conflux-fans/conflux-scaffold;conflux-scaffold;conflux-fans;https://github.com/conflux-fans/conflux-scaffold;2;3;burner-connector-dependents-webscraping
apkaisaw/IdeaPie;IdeaPie;apkaisaw;https://github.com/apkaisaw/IdeaPie;2;2;burner-connector-dependents-webscraping
SamuelePassiatore/EVM-Bootcamp;EVM-Bootcamp;SamuelePassiatore;https://github.com/SamuelePassiatore/EVM-Bootcamp;2;2;burner-connector-dependents-webscraping
portdeveloper/2048-monad;2048-monad;portdeveloper;https://github.com/portdeveloper/2048-monad;2;2;burner-connector-dependents-webscraping
dhananjaypai08/Zk-OS;Zk-OS;dhananjaypai08;https://github.com/dhananjaypai08/Zk-OS;2;2;burner-connector-dependents-webscraping
ABusyHippie/ETHGlobalBangkok2024;ETHGlobalBangkok2024;ABusyHippie;https://github.com/ABusyHippie/ETHGlobalBangkok2024;2;2;burner-connector-dependents-webscraping
SotoAlt/smack-mouch-nextjs-main;smack-mouch-nextjs-main;SotoAlt;https://github.com/SotoAlt/smack-mouch-nextjs-main;2;2;burner-connector-dependents-webscraping
gabimancini/web3wonderwomen;web3wonderwomen;gabimancini;https://github.com/gabimancini/web3wonderwomen;2;3;burner-connector-dependents-webscraping
monad-developers/scaffold-monad-foundry;scaffold-monad-foundry;monad-developers;https://github.com/monad-developers/scaffold-monad-foundry;2;2;burner-connector-dependents-webscraping
monad-developers/monad-china101-demo;monad-china101-demo;monad-developers;https://github.com/monad-developers/monad-china101-demo;2;1;burner-connector-dependents-webscraping
BuidlGuidl/tour-prague;tour-prague;BuidlGuidl;https://github.com/BuidlGuidl/tour-prague;2;1;burner-connector-dependents-webscraping
portdeveloper/hackhazards-day2;hackhazards-day2;portdeveloper;https://github.com/portdeveloper/hackhazards-day2;2;1;burner-connector-dependents-webscraping
sejabu/Ethernia;Ethernia;sejabu;https://github.com/sejabu/Ethernia;2;1;burner-connector-dependents-webscraping
ValentineCodes/dispas;dispas;ValentineCodes;https://github.com/ValentineCodes/dispas;2;1;burner-connector-dependents-webscraping
CaessarCZX/3FProject;3FProject;CaessarCZX;https://github.com/CaessarCZX/3FProject;2;1;burner-connector-dependents-webscraping
Nworah-Gabriel/Stake;Stake;Nworah-Gabriel;https://github.com/Nworah-Gabriel/Stake;2;1;burner-connector-dependents-webscraping
zenbitETH/AttestDeFi;AttestDeFi;zenbitETH;https://github.com/zenbitETH/AttestDeFi;2;1;burner-connector-dependents-webscraping
Perfect-Abstractions/aavegotchi-chain-story;aavegotchi-chain-story;Perfect-Abstractions;https://github.com/Perfect-Abstractions/aavegotchi-chain-story;2;1;burner-connector-dependents-webscraping
enjojoy/savesquad;savesquad;enjojoy;https://github.com/enjojoy/savesquad;2;1;burner-connector-dependents-webscraping
dappcoder/buy-and-chill;buy-and-chill;dappcoder;https://github.com/dappcoder/buy-and-chill;2;0;burner-connector-dependents-webscraping
decenzio/unlloo;unlloo;decenzio;https://github.com/decenzio/unlloo;2;0;burner-connector-dependents-webscraping
nidhiiiiii/verbose-octo-doodle;verbose-octo-doodle;nidhiiiiii;https://github.com/nidhiiiiii/verbose-octo-doodle;2;0;burner-connector-dependents-webscraping
austintgriffith/ethtaipei;ethtaipei;austintgriffith;https://github.com/austintgriffith/ethtaipei;2;0;burner-connector-dependents-webscraping
Idea-Pulse/DappSonic;DappSonic;Idea-Pulse;https://github.com/Idea-Pulse/DappSonic;2;0;burner-connector-dependents-webscraping
Idea-Pulse/DappMonad;DappMonad;Idea-Pulse;https://github.com/Idea-Pulse/DappMonad;2;0;burner-connector-dependents-webscraping
kaleababayneh/ethqubgraph;ethqubgraph;kaleababayneh;https://github.com/kaleababayneh/ethqubgraph;2;0;burner-connector-dependents-webscraping
FinHubSA/EthereumClassWorkshop-2025;EthereumClassWorkshop-2025;FinHubSA;https://github.com/FinHubSA/EthereumClassWorkshop-2025;2;0;burner-connector-dependents-webscraping
alaminXpro/EduResultChain-client;EduResultChain-client;alaminXpro;https://github.com/alaminXpro/EduResultChain-client;2;0;burner-connector-dependents-webscraping
bigfancy/dexflow-app;dexflow-app;bigfancy;https://github.com/bigfancy/dexflow-app;2;0;burner-connector-dependents-webscraping
Watcher-eth/Aura;Aura;Watcher-eth;https://github.com/Watcher-eth/Aura;2;0;burner-connector-dependents-webscraping
etherian3/speedruneth-2-tokenvendor;speedruneth-2-tokenvendor;etherian3;https://github.com/etherian3/speedruneth-2-tokenvendor;2;0;burner-connector-dependents-webscraping
etherian3/speedruneth-1-staking;speedruneth-1-staking;etherian3;https://github.com/etherian3/speedruneth-1-staking;2;0;burner-connector-dependents-webscraping
etherian3/speedruneth-0-nftminting;speedruneth-0-nftminting;etherian3;https://github.com/etherian3/speedruneth-0-nftminting;2;0;burner-connector-dependents-webscraping
Dhruv1238/ethTobeDecided;ethTobeDecided;Dhruv1238;https://github.com/Dhruv1238/ethTobeDecided;2;0;burner-connector-dependents-webscraping
zhangdav/dev-hackathon;dev-hackathon;zhangdav;https://github.com/zhangdav/dev-hackathon;2;0;burner-connector-dependents-webscraping
ethglobal-bangkok-2024/resell-protocol;resell-protocol;ethglobal-bangkok-2024;https://github.com/ethglobal-bangkok-2024/resell-protocol;2;0;burner-connector-dependents-webscraping
garguelles/archpass;archpass;garguelles;https://github.com/garguelles/archpass;2;0;burner-connector-dependents-webscraping
JulioMCruz/Aurum;Aurum;JulioMCruz;https://github.com/JulioMCruz/Aurum;2;0;burner-connector-dependents-webscraping
svub/nunya;nunya;svub;https://github.com/svub/nunya;2;0;burner-connector-dependents-webscraping
DevCat115/functions-the-graph-uniswap;functions-the-graph-uniswap;DevCat115;https://github.com/DevCat115/functions-the-graph-uniswap;2;0;burner-connector-dependents-webscraping
gonzalomelov/goinspirexyz;goinspirexyz;gonzalomelov;https://github.com/gonzalomelov/goinspirexyz;2;0;burner-connector-dependents-webscraping
funkyenough/zk-treasure-hunt;zk-treasure-hunt;funkyenough;https://github.com/funkyenough/zk-treasure-hunt;2;0;burner-connector-dependents-webscraping
scobru/baluni-ui;baluni-ui;scobru;https://github.com/scobru/baluni-ui;2;0;burner-connector-dependents-webscraping
volkanguneri/simple_nft_platform;simple_nft_platform;volkanguneri;https://github.com/volkanguneri/simple_nft_platform;2;0;burner-connector-dependents-webscraping
CreedsCode/web3era-toy;web3era-toy;CreedsCode;https://github.com/CreedsCode/web3era-toy;2;0;burner-connector-dependents-webscraping
Novus-Initium/IMPs;IMPs;Novus-Initium;https://github.com/Novus-Initium/IMPs;2;0;burner-connector-dependents-webscraping
vijaykrishnavanshi/ethberlin04;ethberlin04;vijaykrishnavanshi;https://github.com/vijaykrishnavanshi/ethberlin04;2;0;burner-connector-dependents-webscraping
wolfcito/workshop-eth-ecuador;workshop-eth-ecuador;wolfcito;https://github.com/wolfcito/workshop-eth-ecuador;2;0;burner-connector-dependents-webscraping
cardene777/Central-Data-Hub;Central-Data-Hub;cardene777;https://github.com/cardene777/Central-Data-Hub;2;0;burner-connector-dependents-webscraping
JacobHomanics/laddersDotVision;laddersDotVision;JacobHomanics;https://github.com/JacobHomanics/laddersDotVision;2;0;burner-connector-dependents-webscraping
codebynikolas/ethberlinprimacybigrepo;ethberlinprimacybigrepo;codebynikolas;https://github.com/codebynikolas/ethberlinprimacybigrepo;2;;openq
moonsong-labs/double-zero-swap;double-zero-swap;moonsong-labs;https://github.com/moonsong-labs/double-zero-swap;2;1;github-api-scaffold-config
makindeahmed2110/yieldstark;yieldstark;makindeahmed2110;https://github.com/makindeahmed2110/yieldstark;2;;openq
samuveth/scaffold-base-erc20i;scaffold-base-erc20i;samuveth;https://github.com/samuveth/scaffold-base-erc20i;2;;openq
mattpereira/fundguys;fundguys;mattpereira;https://github.com/mattpereira/fundguys;2;;openq
credlancer/lancerszk;lancerszk;credlancer;https://github.com/credlancer/lancerszk;2;;openq
billschumacher/mintyburny;mintyburny;billschumacher;https://github.com/billschumacher/mintyburny;2;;openq
airport-coders/optipresence;optipresence;airport-coders;https://github.com/airport-coders/optipresence;2;;openq
zenbiteth/croissant;croissant;zenbiteth;https://github.com/zenbiteth/croissant;2;2;github-api-scaffold-config
gergodfrey/hackergrant;hackergrant;gergodfrey;https://github.com/gergodfrey/hackergrant;2;1;github-api-scaffold-config
montagao/chameleon;chameleon;montagao;https://github.com/montagao/chameleon;2;1;github-api-scaffold-config
technophile-04/se2-sign-message;se2-sign-message;technophile-04;https://github.com/technophile-04/se2-sign-message;2;;openq
atharvad-coder/ipd;ipd;atharvad-coder;https://github.com/atharvad-coder/ipd;2;;openq
tojen/circuit-breaker;circuit-breaker;tojen;https://github.com/tojen/circuit-breaker;2;1;github-api-scaffold-config
social-alchemy/quadratic-social-justice;quadratic-social-justice;social-alchemy;https://github.com/social-alchemy/quadratic-social-justice;2;0;github-api-scaffold-config
mattpereira/only-buidlors;only-buidlors;mattpereira;https://github.com/mattpereira/only-buidlors;2;0;github-api-scaffold-config
azimovs/gameguild;gameguild;azimovs;https://github.com/azimovs/gameguild;2;1;github-api-scaffold-config
mrhouzlane/captainhooks;captainhooks;mrhouzlane;https://github.com/mrhouzlane/captainhooks;2;0;github-api-scaffold-config
junta/super-buidl-platform;super-buidl-platform;junta;https://github.com/junta/super-buidl-platform;2;6;github-api-scaffold-config
alexpaden/ers-social;ers-social;alexpaden;https://github.com/alexpaden/ers-social;2;0;github-api-scaffold-config
xritzx/whispercorp;whispercorp;xritzx;https://github.com/xritzx/whispercorp;2;0;github-api-scaffold-config
valentinecodes/scaffold-eth-react-native;scaffold-eth-react-native;valentinecodes;https://github.com/valentinecodes/scaffold-eth-react-native;2;;openq
valentinecodes/snowman;snowman;valentinecodes;https://github.com/valentinecodes/snowman;2;;openq
buidlguidl/address-vision;address-vision;buidlguidl;https://github.com/buidlguidl/address-vision;2;4;github-api-scaffold-config
damianmarti/betting-room;betting-room;damianmarti;https://github.com/damianmarti/betting-room;2;0;github-api-scaffold-config
philogicae/partaj;partaj;philogicae;https://github.com/philogicae/partaj;2;;openq
kirk-baird/cache-coherence;cache-coherence;kirk-baird;https://github.com/kirk-baird/cache-coherence;2;;openq
austintgriffith/basedcalc;basedcalc;austintgriffith;https://github.com/austintgriffith/basedcalc;2;1;github-api-scaffold-config
zk-solidity-army/week4_lesson;week4_lesson;zk-solidity-army;https://github.com/zk-solidity-army/week4_lesson;2;1;github-api-scaffold-config
technophile-04/daominichain;daominichain;technophile-04;https://github.com/technophile-04/daominichain;2;;openq
secretfans-eth/secretfans;secretfans;secretfans-eth;https://github.com/secretfans-eth/secretfans;2;;openq
varounsvlogs/varqnet;varqnet;varounsvlogs;https://github.com/varounsvlogs/varqnet;2;;openq
mccoady/scaffold-eth-2;scaffold-eth-2;mccoady;https://github.com/mccoady/scaffold-eth-2;2;;openq
owlwilderness/se-2;se-2;owlwilderness;https://github.com/owlwilderness/se-2;2;;openq
blackbera/hashi-chiado-to-goerli-vrf;hashi-chiado-to-goerli-vrf;blackbera;https://github.com/blackbera/hashi-chiado-to-goerli-vrf;2;;openq
schmidsi/scaffold-eth-2;scaffold-eth-2;schmidsi;https://github.com/schmidsi/scaffold-eth-2;2;;openq
Buildathon/TalentRise;TalentRise;Buildathon;https://github.com/Buildathon/TalentRise;2;0;burner-connector-dependents-webscraping
rosarioborgesi/scaffold_eth2_tutorial;scaffold_eth2_tutorial;rosarioborgesi;https://github.com/rosarioborgesi/scaffold_eth2_tutorial;2;0;burner-connector-dependents-webscraping
kmjones1979/rock-paper-scissors;rock-paper-scissors;kmjones1979;https://github.com/kmjones1979/rock-paper-scissors;2;2;burner-connector-dependents-webscraping
JacobHomanics/homebase-map;homebase-map;JacobHomanics;https://github.com/JacobHomanics/homebase-map;2;1;burner-connector-dependents-webscraping
hzh-chainlink/cyber-buddha;cyber-buddha;hzh-chainlink;https://github.com/hzh-chainlink/cyber-buddha;2;0;burner-connector-dependents-webscraping
TPII-smART/smART;smART;TPII-smART;https://github.com/TPII-smART/smART;2;0;burner-connector-dependents-webscraping
arjanjohan/movement-lottery;movement-lottery;arjanjohan;https://github.com/arjanjohan/movement-lottery;2;0;burner-connector-dependents-webscraping
phipsae/fatcat;fatcat;phipsae;https://github.com/phipsae/fatcat;2;0;github-api-burner-connector
Xephorot/Buildathon-2025;Buildathon-2025;Xephorot;https://github.com/Xephorot/Buildathon-2025;2;0;github-api-burner-connector
svalls26/dETHlegacy;dETHlegacy;svalls26;https://github.com/svalls26/dETHlegacy;2;2;github-api-scaffold-config
anton-io/ethlondon-rtme;ethlondon-rtme;anton-io;https://github.com/anton-io/ethlondon-rtme;2;0;github-api-scaffold-config
ifiokjr/templates;templates;ifiokjr;https://github.com/ifiokjr/templates;2;0;github-api-scaffold-config
Top-Summer-Hackers/VayamAI-monorepo;VayamAI-monorepo;Top-Summer-Hackers;https://github.com/Top-Summer-Hackers/VayamAI-monorepo;2;1;github-api-scaffold-config
Shristirajpoot/challenge-0-simple-nft;challenge-0-simple-nft;Shristirajpoot;https://github.com/Shristirajpoot/challenge-0-simple-nft;2;0;github-api-scaffold-config
buidlguidl/batch17.buidlguidl.com;batch17.buidlguidl.com;buidlguidl;https://github.com/buidlguidl/batch17.buidlguidl.com;2;7;github-api-burner-connector
fabianferno/blindmatch;blindmatch;fabianferno;https://github.com/fabianferno/blindmatch;2;0;github-api-burner-connector
e1ru1o/stakelend;stakelend;e1ru1o;https://github.com/e1ru1o/stakelend;2;0;github-api-scaffold-config
scobru/se-2gun;se-2gun;scobru;https://github.com/scobru/se-2gun;2;1;github-api-scaffold-config
did-health-eth-global-ny/did-health;did-health;did-health-eth-global-ny;https://github.com/did-health-eth-global-ny/did-health;2;4;github-api-scaffold-config
jigsaw-23122002/eth-mumbai-2024;eth-mumbai-2024;jigsaw-23122002;https://github.com/jigsaw-23122002/eth-mumbai-2024;2;0;github-api-scaffold-config
williamuw/ethboston2024;ethboston2024;williamuw;https://github.com/williamuw/ethboston2024;2;1;github-api-scaffold-config
nzmpi/stadds;stadds;nzmpi;https://github.com/nzmpi/stadds;2;2;github-api-scaffold-config
ferrabled/zycket;zycket;ferrabled;https://github.com/ferrabled/zycket;2;3;github-api-scaffold-config
buidlguidl/onchain-impact-dashboard;onchain-impact-dashboard;buidlguidl;https://github.com/buidlguidl/onchain-impact-dashboard;2;8;github-api-scaffold-config
portdeveloper/storagoor;storagoor;portdeveloper;https://github.com/portdeveloper/storagoor;2;0;github-api-scaffold-config
spencer-sch/ccip-payroll;ccip-payroll;spencer-sch;https://github.com/spencer-sch/ccip-payroll;2;1;github-api-scaffold-config
neu-fi/kilim;kilim;neu-fi;https://github.com/neu-fi/kilim;1;1;github-api-scaffold-config
nrxschool/arbitrum-course;arbitrum-course;nrxschool;https://github.com/nrxschool/arbitrum-course;1;0;github-api-scaffold-config
taikoxyz/scaffold-eth-taiko;scaffold-eth-taiko;taikoxyz;https://github.com/taikoxyz/scaffold-eth-taiko;1;0;burner-connector-dependents-webscraping
portdeveloper/batch-txs-se2-foundry-monad;batch-txs-se2-foundry-monad;portdeveloper;https://github.com/portdeveloper/batch-txs-se2-foundry-monad;1;1;burner-connector-dependents-webscraping
BuidlGuidl/batch15.buidlguidl.com;batch15.buidlguidl.com;BuidlGuidl;https://github.com/BuidlGuidl/batch15.buidlguidl.com;1;12;burner-connector-dependents-webscraping
BuidlGuidl/tour;tour;BuidlGuidl;https://github.com/BuidlGuidl/tour;1;3;burner-connector-dependents-webscraping
SireMartin/evm_bootcamp_25_group5;evm_bootcamp_25_group5;SireMartin;https://github.com/SireMartin/evm_bootcamp_25_group5;1;3;burner-connector-dependents-webscraping
bhavyagor12/onchain-hojayega;onchain-hojayega;bhavyagor12;https://github.com/bhavyagor12/onchain-hojayega;1;3;burner-connector-dependents-webscraping
NightmareFox12/SmartHire;SmartHire;NightmareFox12;https://github.com/NightmareFox12/SmartHire;1;3;burner-connector-dependents-webscraping
pauldev20/wld-miniapp;wld-miniapp;pauldev20;https://github.com/pauldev20/wld-miniapp;1;3;burner-connector-dependents-webscraping
Scaffold-Stark/scaffoldstark-site;scaffoldstark-site;Scaffold-Stark;https://github.com/Scaffold-Stark/scaffoldstark-site;1;5;burner-connector-dependents-webscraping
FhenixProtocol/cofhe-scaffold-eth;cofhe-scaffold-eth;FhenixProtocol;https://github.com/FhenixProtocol/cofhe-scaffold-eth;1;2;burner-connector-dependents-webscraping
Kalic98/marvel;marvel;Kalic98;https://github.com/Kalic98/marvel;1;2;burner-connector-dependents-webscraping
sheinix/my-first-dapp;my-first-dapp;sheinix;https://github.com/sheinix/my-first-dapp;1;2;burner-connector-dependents-webscraping
Agent009/evm-real-estate-tokenised;evm-real-estate-tokenised;Agent009;https://github.com/Agent009/evm-real-estate-tokenised;1;2;burner-connector-dependents-webscraping
pali101/muP2P;muP2P;pali101;https://github.com/pali101/muP2P;1;2;burner-connector-dependents-webscraping
