full_name,name,owner,url,stars,forks
"AnjaliK-123/uniswap-app","uniswap-app","AnjaliK-123","https://github.com/AnjaliK-123/uniswap-app",0,0
"taswinfamily/evmNextDapp","evmNextDapp","taswinfamily","https://github.com/taswinfamily/evmNextDapp",0,0
"BuidlGuidl/batch15.buidlguidl.com","batch15.buidlguidl.com","BuidlGuidl","https://github.com/BuidlGuidl/batch15.buidlguidl.com",1,12
"tmone/opensea-qc","opensea-qc","tmone","https://github.com/tmone/opensea-qc",0,0
"MridulMehta51/renthub","renthub","MridulMehta51","https://github.com/MridulMehta51/renthub",0,0
"djsong01/web3-portfolio","web3-portfolio","djsong01","https://github.com/djsong01/web3-portfolio",0,0
"nidhiiiiii/verbose-octo-doodle","verbose-octo-doodle","nidhiiiiii","https://github.com/nidhiiiiii/verbose-octo-doodle",2,0
"abrahem79/TAMOEL","TAMOEL","abrahem79","https://github.com/abrahem79/TAMOEL",1,0
"BuidlGuidl/SpeedRunEthereum-v2","SpeedRunEthereum-v2","BuidlGuidl","https://github.com/BuidlGuidl/SpeedRunEthereum-v2",20,17
"JulioMCruz/Scaffold-ETH-Frames","Scaffold-ETH-Frames","JulioMCruz","https://github.com/JulioMCruz/Scaffold-ETH-Frames",0,0
"fabiola29298/challenge-0-simple-nft","challenge-0-simple-nft","fabiola29298","https://github.com/fabiola29298/challenge-0-simple-nft",0,0
"moltam89/extension-uniswapx","extension-uniswapx","moltam89","https://github.com/moltam89/extension-uniswapx",0,0
"moltam89/externalExtensions-extension-uniswapx","externalExtensions-extension-uniswapx","moltam89","https://github.com/moltam89/externalExtensions-extension-uniswapx",0,0
"moltam89/extension-scaffold-eth-agent-the-graph","extension-scaffold-eth-agent-the-graph","moltam89","https://github.com/moltam89/extension-scaffold-eth-agent-the-graph",0,0
"navyarathore/Greenwhistle","Greenwhistle","navyarathore","https://github.com/navyarathore/Greenwhistle",0,3
"Bratipah/challenge-0-simple-nft","challenge-0-simple-nft","Bratipah","https://github.com/Bratipah/challenge-0-simple-nft",0,0
"kim-beauty/finaltask","finaltask","kim-beauty","https://github.com/kim-beauty/finaltask",0,0
"chongchen1999/TinyUniswap-LLM","TinyUniswap-LLM","chongchen1999","https://github.com/chongchen1999/TinyUniswap-LLM",0,0
"moltam89/test-original-instance","test-original-instance","moltam89","https://github.com/moltam89/test-original-instance",0,0
"tumutech/eth-speedrun","eth-speedrun","tumutech","https://github.com/tumutech/eth-speedrun",0,0
"stormbit-finance/zktls-playground","zktls-playground","stormbit-finance","https://github.com/stormbit-finance/zktls-playground",1,0
"Justina049/challenge-0-simple-nft","challenge-0-simple-nft","Justina049","https://github.com/Justina049/challenge-0-simple-nft",0,0
"JacobHomanics/homebase-map","homebase-map","JacobHomanics","https://github.com/JacobHomanics/homebase-map",2,1
"moltam89/UniswapX-scaffoldeth-extension","UniswapX-scaffoldeth-extension","moltam89","https://github.com/moltam89/UniswapX-scaffoldeth-extension",0,0
"tgxzd/mintNFT","mintNFT","tgxzd","https://github.com/tgxzd/mintNFT",0,0
"Buidl-Land/DappEVMPrevios","DappEVMPrevios","Buidl-Land","https://github.com/Buidl-Land/DappEVMPrevios",1,0
"aquental/eth-kipu","eth-kipu","aquental","https://github.com/aquental/eth-kipu",0,0
"Crazyninja59/Staking_app","Staking_app","Crazyninja59","https://github.com/Crazyninja59/Staking_app",0,0
"Jeyvers/challenge-0-simple-nft","challenge-0-simple-nft","Jeyvers","https://github.com/Jeyvers/challenge-0-simple-nft",0,0
"ryushiroma/edpmodulo4-scaffold","edpmodulo4-scaffold","ryushiroma","https://github.com/ryushiroma/edpmodulo4-scaffold",0,0
"yoyoj1023/dapps","dapps","yoyoj1023","https://github.com/yoyoj1023/dapps",3,0
"ducanhMU/blockchain_hw_w10","blockchain_hw_w10","ducanhMU","https://github.com/ducanhMU/blockchain_hw_w10",0,0
"Tom-simpleness/dex-foundry","dex-foundry","Tom-simpleness","https://github.com/Tom-simpleness/dex-foundry",1,0
"CoderHung/22022662-Hardhat-vendor","22022662-Hardhat-vendor","CoderHung","https://github.com/CoderHung/22022662-Hardhat-vendor",0,0
"CoderHung/challenge-2-token-vendor","challenge-2-token-vendor","CoderHung","https://github.com/CoderHung/challenge-2-token-vendor",0,0
"oshadhi-liyanage/challenge-0","challenge-0","oshadhi-liyanage","https://github.com/oshadhi-liyanage/challenge-0",0,0
"hype1524/Vendor","Vendor","hype1524","https://github.com/hype1524/Vendor",0,0
"nicolas-zozol/speedrun","speedrun","nicolas-zozol","https://github.com/nicolas-zozol/speedrun",0,0
"Dan-the-dunk/Homework_W10","Homework_W10","Dan-the-dunk","https://github.com/Dan-the-dunk/Homework_W10",0,0
"heyniem/Vendor","Vendor","heyniem","https://github.com/heyniem/Vendor",0,0
"LaRojaPlamya162/blockchain","blockchain","LaRojaPlamya162","https://github.com/LaRojaPlamya162/blockchain",0,0
"mcuongdo/challenge-2-token-vendor","challenge-2-token-vendor","mcuongdo","https://github.com/mcuongdo/challenge-2-token-vendor",0,0
"koezyrs/blockchain-homework-22028230","blockchain-homework-22028230","koezyrs","https://github.com/koezyrs/blockchain-homework-22028230",0,0
"XanDev3/zktree-example","zktree-example","XanDev3","https://github.com/XanDev3/zktree-example",0,0
"Cyber0Ulmo/mod4-atv-final","mod4-atv-final","Cyber0Ulmo","https://github.com/Cyber0Ulmo/mod4-atv-final",0,0
"La-DAO/tandas-frontend","tandas-frontend","La-DAO","https://github.com/La-DAO/tandas-frontend",0,0
"Shrutakeerti/NFT-Challenge","NFT-Challenge","Shrutakeerti","https://github.com/Shrutakeerti/NFT-Challenge",1,0
"NAKATYX/MelobancLabs-","MelobancLabs-","NAKATYX","https://github.com/NAKATYX/MelobancLabs-",0,1
"RuthChisom/challenge-0-simple-nft","challenge-0-simple-nft","RuthChisom","https://github.com/RuthChisom/challenge-0-simple-nft",0,0
"sgtSong/SpeedrunETH","SpeedrunETH","sgtSong","https://github.com/sgtSong/SpeedrunETH",0,0
"JacobHomanics/based-world","based-world","JacobHomanics","https://github.com/JacobHomanics/based-world",1,0
"AnjaliK-123/smart_swap","smart_swap","AnjaliK-123","https://github.com/AnjaliK-123/smart_swap",0,0
"yoyoj1023/web3","web3","yoyoj1023","https://github.com/yoyoj1023/web3",6,0
"CodaLabs-xyz/ZodiacCard","ZodiacCard","CodaLabs-xyz","https://github.com/CodaLabs-xyz/ZodiacCard",1,1
"emmi-lili/challenge0-speedrun-ethereum","challenge0-speedrun-ethereum","emmi-lili","https://github.com/emmi-lili/challenge0-speedrun-ethereum",0,0
"gomsrums/dev3_pack_speedrun0","dev3_pack_speedrun0","gomsrums","https://github.com/gomsrums/dev3_pack_speedrun0",0,0
"portdeveloper/hackhazards-day2","hackhazards-day2","portdeveloper","https://github.com/portdeveloper/hackhazards-day2",2,1
"saudlari/Challenge0-SimpleNFTExample","Challenge0-SimpleNFTExample","saudlari","https://github.com/saudlari/Challenge0-SimpleNFTExample",0,0
"grossitech/FlyChain","FlyChain","grossitech","https://github.com/grossitech/FlyChain",0,0
"LumenNoruega/Dapp-Lottery","Dapp-Lottery","LumenNoruega","https://github.com/LumenNoruega/Dapp-Lottery",0,0
"grossitech/ETHKipuMod4","ETHKipuMod4","grossitech","https://github.com/grossitech/ETHKipuMod4",0,0
"portdeveloper/hackhazards-example","hackhazards-example","portdeveloper","https://github.com/portdeveloper/hackhazards-example",11,3
"CodaLabs-xyz/Zoda","Zoda","CodaLabs-xyz","https://github.com/CodaLabs-xyz/Zoda",0,0
"ryushiroma/EntregaFinalModulo4","EntregaFinalModulo4","ryushiroma","https://github.com/ryushiroma/EntregaFinalModulo4",0,0
"moltam89/testRepo","testRepo","moltam89","https://github.com/moltam89/testRepo",0,0
"crbrotea/brotea-finmentor-contracts","brotea-finmentor-contracts","crbrotea","https://github.com/crbrotea/brotea-finmentor-contracts",0,0
"ennuite/encode_week_4","encode_week_4","ennuite","https://github.com/ennuite/encode_week_4",0,0
"Wozacosta/scaffold-stablecoin-coin","scaffold-stablecoin-coin","Wozacosta","https://github.com/Wozacosta/scaffold-stablecoin-coin",0,0
"Migi22/challenge-0-simple-nft","challenge-0-simple-nft","Migi22","https://github.com/Migi22/challenge-0-simple-nft",0,0
"ngjupeng/ethtaipei-2025","ethtaipei-2025","ngjupeng","https://github.com/ngjupeng/ethtaipei-2025",1,1
"Aninuali/Aza","Aza","Aninuali","https://github.com/Aninuali/Aza",0,0
"Adeen0xx/shipoftheseus","shipoftheseus","Adeen0xx","https://github.com/Adeen0xx/shipoftheseus",0,0
"kmjones1979/mega-eth-subgraph-workshop","mega-eth-subgraph-workshop","kmjones1979","https://github.com/kmjones1979/mega-eth-subgraph-workshop",1,0
"Touutae-labs/eth-taipei","eth-taipei","Touutae-labs","https://github.com/Touutae-labs/eth-taipei",0,0
"melanke/jodobix","jodobix","melanke","https://github.com/melanke/jodobix",0,0
"nicwn/challenge-4-dex","challenge-4-dex","nicwn","https://github.com/nicwn/challenge-4-dex",0,0
"vonernue/mcp-crypto","mcp-crypto","vonernue","https://github.com/vonernue/mcp-crypto",0,1
"Yoii-Inc/zk-werewolf","zk-werewolf","Yoii-Inc","https://github.com/Yoii-Inc/zk-werewolf",0,0
"Samuel1505/Token-Vendor","Token-Vendor","Samuel1505","https://github.com/Samuel1505/Token-Vendor",0,0
"Samuel1505/Stacker","Stacker","Samuel1505","https://github.com/Samuel1505/Stacker",0,0
"Loto-lang/lottery","lottery","Loto-lang","https://github.com/Loto-lang/lottery",0,0
"guilhermebins/EthKipuM4FinalWork","EthKipuM4FinalWork","guilhermebins","https://github.com/guilhermebins/EthKipuM4FinalWork",0,0
"jongrinnellsf/earthpay","earthpay","jongrinnellsf","https://github.com/jongrinnellsf/earthpay",0,0
"portdeveloper/sizoor","sizoor","portdeveloper","https://github.com/portdeveloper/sizoor",0,0
"gavrilaalexandru/POAPademy","POAPademy","gavrilaalexandru","https://github.com/gavrilaalexandru/POAPademy",0,3
"doinel1a/lhedger-ai","lhedger-ai","doinel1a","https://github.com/doinel1a/lhedger-ai",1,0
"HashSlayer/token","token","HashSlayer","https://github.com/HashSlayer/token",0,0
"0xJonaseb11/Nftizer.3.0","Nftizer.3.0","0xJonaseb11","https://github.com/0xJonaseb11/Nftizer.3.0",0,0
"kmjones1979/scaffold-eth-opensky-nft","scaffold-eth-opensky-nft","kmjones1979","https://github.com/kmjones1979/scaffold-eth-opensky-nft",0,0
"KetanKambli18/Decentralized-staking-App","Decentralized-staking-App","KetanKambli18","https://github.com/KetanKambli18/Decentralized-staking-App",0,0
"austintgriffith/ethtaipei","ethtaipei","austintgriffith","https://github.com/austintgriffith/ethtaipei",2,0
"cmm25/GroupOne","GroupOne","cmm25","https://github.com/cmm25/GroupOne",0,0
"jwyby/newNFT","newNFT","jwyby","https://github.com/jwyby/newNFT",0,0
"jwyby/nft","nft","jwyby","https://github.com/jwyby/nft",0,0
"PrithviPatil1357/multi-sig-wallet","multi-sig-wallet","PrithviPatil1357","https://github.com/PrithviPatil1357/multi-sig-wallet",0,0
"LumenNoruega/token-api","token-api","LumenNoruega","https://github.com/LumenNoruega/token-api",0,0
"PrithviPatil1357/Dex","Dex","PrithviPatil1357","https://github.com/PrithviPatil1357/Dex",0,0
"bharat3645/ChainFusion","ChainFusion","bharat3645","https://github.com/bharat3645/ChainFusion",0,0
"apkaisaw/IdeaPie","IdeaPie","apkaisaw","https://github.com/apkaisaw/IdeaPie",2,2
"YounessBouhdary/scaffold-eth-monad-greetingwall","scaffold-eth-monad-greetingwall","YounessBouhdary","https://github.com/YounessBouhdary/scaffold-eth-monad-greetingwall",0,0
"AzimovS/stablecoin-challenge","stablecoin-challenge","AzimovS","https://github.com/AzimovS/stablecoin-challenge",0,3
"PrithviPatil1357/dice-game","dice-game","PrithviPatil1357","https://github.com/PrithviPatil1357/dice-game",0,0
"blahkheart/sepolia-odyssey-sre-challenges","sepolia-odyssey-sre-challenges","blahkheart","https://github.com/blahkheart/sepolia-odyssey-sre-challenges",0,0
"PrithviPatil1357/token-vendor","token-vendor","PrithviPatil1357","https://github.com/PrithviPatil1357/token-vendor",0,0
"OS-Lihua/CurveCraft","CurveCraft","OS-Lihua","https://github.com/OS-Lihua/CurveCraft",2,3
"Sugar-hill/Mountain-View","Mountain-View","Sugar-hill","https://github.com/Sugar-hill/Mountain-View",0,0
"Shnikbakht/Infrafund-CrowdFunding-LoanBased","Infrafund-CrowdFunding-LoanBased","Shnikbakht","https://github.com/Shnikbakht/Infrafund-CrowdFunding-LoanBased",0,0
"AzimovS/clicker","clicker","AzimovS","https://github.com/AzimovS/clicker",0,0
"Idea-Pulse/DappLinea","DappLinea","Idea-Pulse","https://github.com/Idea-Pulse/DappLinea",0,0
"portdeveloper/scaffold-pwa","scaffold-pwa","portdeveloper","https://github.com/portdeveloper/scaffold-pwa",3,1
"PrithviPatil1357/decentralized-staking-app","decentralized-staking-app","PrithviPatil1357","https://github.com/PrithviPatil1357/decentralized-staking-app",0,0
"sojungnancy/KiwiCarbon_Blockchain","KiwiCarbon_Blockchain","sojungnancy","https://github.com/sojungnancy/KiwiCarbon_Blockchain",0,0
"Tsar-Odragde/EVM-Bootcamp-Q1-G7","EVM-Bootcamp-Q1-G7","Tsar-Odragde","https://github.com/Tsar-Odragde/EVM-Bootcamp-Q1-G7",0,1
"letterscape/plus-app","plus-app","letterscape","https://github.com/letterscape/plus-app",1,1
"0xJonaseb11/scaffold-usage","scaffold-usage","0xJonaseb11","https://github.com/0xJonaseb11/scaffold-usage",0,0
"PrithviPatil1357/speedrun-ethereum-challenge-0","speedrun-ethereum-challenge-0","PrithviPatil1357","https://github.com/PrithviPatil1357/speedrun-ethereum-challenge-0",0,0
"SamuelePassiatore/EVM-Bootcamp","EVM-Bootcamp","SamuelePassiatore","https://github.com/SamuelePassiatore/EVM-Bootcamp",2,2
"Vaibhavvs7/Blockchain-next","Blockchain-next","Vaibhavvs7","https://github.com/Vaibhavvs7/Blockchain-next",0,0
"Xiaorui333/INFO7500","INFO7500","Xiaorui333","https://github.com/Xiaorui333/INFO7500",0,0
"LumenNoruega/Dapp-Ballot","Dapp-Ballot","LumenNoruega","https://github.com/LumenNoruega/Dapp-Ballot",0,0
"DiLiuNEUexpresscompany/frontend-HW6","frontend-HW6","DiLiuNEUexpresscompany","https://github.com/DiLiuNEUexpresscompany/frontend-HW6",0,0
"phipsae/challenge-prediction-market","challenge-prediction-market","phipsae","https://github.com/phipsae/challenge-prediction-market",0,1
"JulioMCruz/Scaffold-ETh-2-ShadCn-Ext","Scaffold-ETh-2-ShadCn-Ext","JulioMCruz","https://github.com/JulioMCruz/Scaffold-ETh-2-ShadCn-Ext",0,0
"AamirAlam/hype-evm-presale-contracts","hype-evm-presale-contracts","AamirAlam","https://github.com/AamirAlam/hype-evm-presale-contracts",0,0
"synnielxy/scaffold-uniswap-v2","scaffold-uniswap-v2","synnielxy","https://github.com/synnielxy/scaffold-uniswap-v2",0,0
"chongchen1999/TinyUniswap","TinyUniswap","chongchen1999","https://github.com/chongchen1999/TinyUniswap",0,0
"BuidlGuidl/tour","tour","BuidlGuidl","https://github.com/BuidlGuidl/tour",1,3
"0x-Professor/DApp-BuyMeACoffee","DApp-BuyMeACoffee","0x-Professor","https://github.com/0x-Professor/DApp-BuyMeACoffee",4,1
"clean-423/Simple-NFT-example","Simple-NFT-example","clean-423","https://github.com/clean-423/Simple-NFT-example",0,0
"chaintail/merkle-airdrop","merkle-airdrop","chaintail","https://github.com/chaintail/merkle-airdrop",0,1
"La-DAO/creditalent-workspace","creditalent-workspace","La-DAO","https://github.com/La-DAO/creditalent-workspace",0,0
"harshpdsingh/onchain-fund","onchain-fund","harshpdsingh","https://github.com/harshpdsingh/onchain-fund",0,0
"nathfred/eth-expense-splitter","eth-expense-splitter","nathfred","https://github.com/nathfred/eth-expense-splitter",0,0
"SireMartin/evm_bootcamp_25_group5","evm_bootcamp_25_group5","SireMartin","https://github.com/SireMartin/evm_bootcamp_25_group5",1,3
"Web3-Certifier/Web3-Certifier","Web3-Certifier","Web3-Certifier","https://github.com/Web3-Certifier/Web3-Certifier",0,1
"scaffold-eth/scaffold-ui","scaffold-ui","scaffold-eth","https://github.com/scaffold-eth/scaffold-ui",1,1
"djsong01/speedrun-ethereum-nft-0","speedrun-ethereum-nft-0","djsong01","https://github.com/djsong01/speedrun-ethereum-nft-0",0,0
"AzimovS/erc20-staking-dapp","erc20-staking-dapp","AzimovS","https://github.com/AzimovS/erc20-staking-dapp",0,0
"JulioMCruz/TEE-Shield-Launcher","TEE-Shield-Launcher","JulioMCruz","https://github.com/JulioMCruz/TEE-Shield-Launcher",0,0
"mjlee01/friday-night-chill-build","friday-night-chill-build","mjlee01","https://github.com/mjlee01/friday-night-chill-build",0,0
"swellander/oracle-challenge-first-draft","oracle-challenge-first-draft","swellander","https://github.com/swellander/oracle-challenge-first-draft",0,0
"YingqiDuan/Uniswap-interface","Uniswap-interface","YingqiDuan","https://github.com/YingqiDuan/Uniswap-interface",0,0
"lamtrinh259/ETHGlobal_Trifecta_2025","ETHGlobal_Trifecta_2025","lamtrinh259","https://github.com/lamtrinh259/ETHGlobal_Trifecta_2025",0,2
"fahmmin/techno-hexoracle","techno-hexoracle","fahmmin","https://github.com/fahmmin/techno-hexoracle",0,0
"abrahem79/CryptoZone","CryptoZone","abrahem79","https://github.com/abrahem79/CryptoZone",0,0
"abi-TAT/hack-hat","hack-hat","abi-TAT","https://github.com/abi-TAT/hack-hat",0,0
"simonroope/real-estate-rwa-app","real-estate-rwa-app","simonroope","https://github.com/simonroope/real-estate-rwa-app",0,1
"se-camus/real-me-token","real-me-token","se-camus","https://github.com/se-camus/real-me-token",0,0
"Tonashiro/aimnad","aimnad","Tonashiro","https://github.com/Tonashiro/aimnad",0,0
"RojhatToptamus/secret-ballot","secret-ballot","RojhatToptamus","https://github.com/RojhatToptamus/secret-ballot",1,0
"fahmmin/techno-file-3","techno-file-3","fahmmin","https://github.com/fahmmin/techno-file-3",0,0
"andrecamerino/CryptoCritters","CryptoCritters","andrecamerino","https://github.com/andrecamerino/CryptoCritters",1,1
"fuhaooo/dino-runner-game","dino-runner-game","fuhaooo","https://github.com/fuhaooo/dino-runner-game",0,1
"StefanIliev545/kapan","kapan","StefanIliev545","https://github.com/StefanIliev545/kapan",1,0
"ngjupeng/test-argent-outside-execution","test-argent-outside-execution","ngjupeng","https://github.com/ngjupeng/test-argent-outside-execution",0,0
"qulink/sre-challenge-05","sre-challenge-05","qulink","https://github.com/qulink/sre-challenge-05",0,0
"appetite-studio-team/aimdao-app-test","aimdao-app-test","appetite-studio-team","https://github.com/appetite-studio-team/aimdao-app-test",0,0
"ALiangNe/NFT-Scaffold-ETH","NFT-Scaffold-ETH","ALiangNe","https://github.com/ALiangNe/NFT-Scaffold-ETH",1,0
"BuidlGuidl/batch14.buidlguidl.com","batch14.buidlguidl.com","BuidlGuidl","https://github.com/BuidlGuidl/batch14.buidlguidl.com",0,9
"qulink/sre-challenge-06","sre-challenge-06","qulink","https://github.com/qulink/sre-challenge-06",0,0
"fahmmin/voting-dapp","voting-dapp","fahmmin","https://github.com/fahmmin/voting-dapp",0,0
"nathfred/currency-conversion","currency-conversion","nathfred","https://github.com/nathfred/currency-conversion",0,0
